bc01	1		all the men lifted the table together .
bc01	1		every man lifted a table .
bc01	1		each man lifted a table .
bc01	1		someone attended every seminar .
bc01	1		more than two students attended every seminar .
bc01	1		you married no one .
bc01	1		i will force you to marry no one .
bc01	0	*	we voted for me .
bc01	1		everyone had been worrying himself stiff .
bc01	1		everyone who had been worrying himself stiff said that he was relieved .
bc01	1		there were five tourists in the room apart from myself .
bc01	1		physicists like yourself are a godsend .
bc01	1		max boasted that the queen invited lucie and himself for a drink .
bc01	1		which pictures of him did earl see ?
bc01	1		which pictures of earl did he see ?
bc01	1		bill seems to himself to be handsome .
bc01	1		bill seems to him to be handsome .
bc01	1		john will see which picture of himself ?
bc01	1		each other 's houses seem to the women to be garish .
bc01	1		each other 's houses appear to the women to be garish .
bc01	0	*	old pictures of themselves convinced the children to pretend to be adults .
bc01	0	*	each other 's houses proved to the women that they had bad taste .
bc01	1		these stories about himself worry john more than anything else .
bc01	0	*	these stories about himself describe john better than any official biography .
bc01	1		which picture that john took at the party did he decide to display in his house ?
bc01	1		which report that john revised did he submit ?
bc01	1		mary always prefers lemons to limes .
bc01	1		mary always has preferred lemons to limes .
bc01	1		the dog that the rat bit chased the cat .
bc01	0	*	the cat that the dog that the rat bit chased died .
bc01	1		jean never reads this newspaper .
bc01	0	*	jean reads never this newspaper .
bc01	0	*	who does john visit sally because he likes ?
bc01	1		marianne did not leave .
bc01	1		he could not ] have been working .
bc01	1		he can not have been working .
bc01	1		you will believe bob .
bc01	1		john has not kissed mary .
bc01	1		i said that never in my life had i seen a place like bangor .
bc01	0	*	mickey looked up it .
bc01	1		there tended to be a lot of discussion .
bc01	1		john tried to be a good boy .
bc01	1		john is eager .
bc01	1		we want john to win .
bc01	0	*	the box contained the ball from the tree .
bc01	0	*	the tube was escaped by gas .
bc01	1		water bubbled up out of the kettle .
bc01	1		the tub leaked water .
bc01	0	*	what the water did to the bottle was fill it .
bc01	0	*	what the water did to the whole bottle was fill it .
bc01	1		the tank leaked the fluid free .
bc01	1		john lay the ball in the box .
bc01	1		john owns the book .
bc01	1		we persuaded mary to leave and sue to stay .
bc01	1		most people probably consider , even though the courts did n't actually find , klaus guilty of murder .
bc01	0	*	mary beautifully plays the violin .
bc01	1		clearly , john probably will immediately learn french perfectly .
bc01	0	*	sue gave to bill a book .
bc01	1		the men will all leave .
bc01	1		john went home .
bc01	0	*	they represented seriously to the dean mary as a genuine linguist .
bc01	0	*	us love they .
bc01	1		it is nice to go abroad .
bc01	0	*	mary intended john to go abroad .
bc01	1		i remembered having kissed mary .
bc01	1		i ca n't believe fred wo n't , either .
bc01	1		john wants to read fred 's story , and i also want to .
bc01	0	*	we wanted to invite someone , but we could n't decide who to .
bc01	1		mary will read fred 's story , and joe will read holly 's .
bc01	1		mary claimed that eating cabbage , holly should n't .
bc01	0	*	mary came to be introduced by the bartender and i also came to be .
bc01	1		if i can , i will work on it .
bc01	1		joe 's neuroses bother his patrons , and sally does too .
bc01	0	*	i know which book josé did n't read for class , and which book lilly did it for him .
bc01	0	*	this is the book which bob reviewed , and this is the one which fred wo n't do it .
bc01	1		i know which book mag read , and which book bob said that you had n't .
bc01	0	?*	i know which book mag read , and which book bob read my report that you had n't .
bc01	1		i 'm sure i would like him to eat fruit more than i would cookies .
bc01	1		rusty talked about himself only after mary did talk about him .
bc01	1		fred talked about everything before rusty did talk about something .
bc01	1		john often meets mary .
bc01	0	*	the problem perceives easily .
bc01	1		a hundred men surrounded the fort .
bc01	1		we elected me .
bc01	0	*	which report that john was incompetent did he submit ?
bc01	1		mary has always preferred lemons to limes .
